stage,Endothelial_cell,Epithelial_cell,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.37,2.22,0,0,0,0,0.37,0,0,0,0.37,0.37,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0
3Month,0.21,2.08,0.1,2.5,0.42,6.24,0.42,0.21,2.81,0.52,0.73,0.83,0.31,0.1,0,2.08,0.31,0,0,0.1,0.21,0.73,0,0.62,0.1,1.98
22Month,0,1.23,0,0.27,0.41,18.45,0.41,0.14,0.68,0.14,0.14,1.09,0.68,0,1.23,0.55,0,0,0,0.14,0,0.55,0.14,0.14,0,0.68
