stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,6,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.95,0.28,0,0,0,0,0.28,0,0,0,0,0,1.41,9.02,0.28,0.85,0,0.56,0,0.56,0.56,1.13,0.28,0,0.28,0.28,0,0,0.28,0,0,0
21Day,0.74,0,0.37,12.58,0.37,2.22,0,0.74,0,0.37,0,0.37,0,0,3.33,1.11,5.18,0.74,1.11,0,0,0,0,1.11,0.37,0,0,0.37,0.37,0,0.37,0,0,0,0.37
3Month,0.1,0.62,1.25,17.89,0,0,0.52,0,5.82,2.39,0,34.64,1.98,0.21,25.69,1.98,3.95,2.29,1.35,0.42,0,0.83,0.73,0.21,0,0.94,0,0,0.83,2.39,0,0,0.31,1.04,2.5
22Month,0,0.55,1.64,5.33,0,0,0.14,0,4.51,2.32,0,33.21,0,0.14,34.44,0.41,1.23,0.68,1.09,0,0.27,0.27,0,0.14,0.55,0.14,0.14,0,0,3.83,0.14,0,0,0,0.14
