stage,Hepatocyte,Ionocyte,Macrophage,Nephron.cell,Neural.cell,Neural.progenitor.cell
24hpf,0,1,1,1,6,1
72hpf,0,0,0,0,0.281848056003223,0
21Day,0,0,1.10996058079285,0,0.369986860264282,0
22Month,0.273298863976266,0,0,0,0,0
