stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,2,0,17,0,0,0,0,0,0,1,0,0,0,0,1,6,8,12,0,0,0,0,30,1954,2,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,17.47,2.82,0,12.97,2.25,17.19,0,0,0.28,0,0,0,0,0.85,0,2.82,21.42,3.1,15.78,0,0.28,0.85,0.28,1452.93,526.21,6.2,11.27,0,23.96,0.56,0,51.01,1.97,1.69,2.54,0,0,0
21Day,8.51,0.74,1.85,25.53,2.22,20.72,1.85,0.37,0,0,0,1.48,0.74,6.66,2.59,1.85,11.1,4.81,19.24,0,0,2.59,0,631.57,297.1,4.44,11.1,0,8.51,20.35,1.48,41.44,5.92,8.51,4.81,0,0,2.22
3Month,0.21,0.21,0.21,2.29,0,0,0.21,0.42,0.83,0,0,2.91,0.83,0.1,0.94,0.52,0.42,0.31,0.83,0.1,0,0.42,0.21,12.27,3.12,11.23,0.73,0,0,0.21,4.37,2.29,0.52,0,0.52,0.31,12.69,0.52
22Month,0.55,0.27,0.14,0.82,0.27,0,0,0.14,0.82,0.41,0,6.42,0.14,0.14,0.27,0.14,0,0.55,1.37,0,0.27,0,0,9.43,1.5,8.75,1.91,0.14,0.27,0.14,14.07,1.91,0.27,0,0.55,0,0,0
