stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,0,0,0,0,6,83,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.85,0,2.25,0.56,2.54,0,0.28,0,0.28,0,0,0,0.56,0,0.85,5.92,0.56,5.92,0,0.28,0,0.56,32.69,20.86,0.28,4.79,0.28,0,1.13,0,0,0.56,0,0,0
21Day,4.07,0,0.37,7.4,0.37,5.92,0,1.48,0,0,0,0,0.37,2.96,0.37,1.48,2.96,0,5.55,0,0.37,1.11,0,11.84,7.4,0,2.22,0.74,0,1.11,1.11,0.37,0,0,0,1.48
3Month,0,0.62,0.1,6.14,0,0,0.21,0,1.35,1.46,0,5.41,2.29,0.21,2.39,0.42,1.35,2.08,1.14,0.42,0,0.52,0.1,0.1,0.1,0.31,0.1,0,2.6,0,0.1,0,0,1.87,0.62,3.54
22Month,0,0.55,0.14,2.46,0,0,0.41,0.27,0.55,3.83,1.23,16.12,1.09,0.27,2.73,0.14,0.14,4.37,1.09,0,0.41,0.27,0,0.27,0.14,0.14,0,0,0.55,0,0.14,0,0,0.14,0,1.91
