stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0.85,1.13,0,0,0,0,0,0,0,0,0.28,1.97,0.56,0.85,0,0.28,113.3,12.12,0.85,0,2.82,0,0,1.97,0.28,0,0.28,0,0,0
21Day,0,0.37,0,1.48,0,0,0,0,0,0.37,0.37,0.37,0,0,0.37,2.22,0,0,54.02,3.33,0,0.37,0,0.37,0.37,1.85,0.37,0.74,0,0,0,0.37
3Month,0,0.1,1.46,0,0.1,0.31,0.42,0,1.66,0.42,0,3.54,0.21,0.21,0.31,0.94,0.21,0,2.6,0.1,1.56,0.1,0.1,0.31,10.19,0.1,0,0,0,0.1,13.31,0
22Month,0,0,1.09,0,0,0.14,0.41,0.14,4.37,0.14,0,1.37,0.82,0,0.55,0.68,0,0.14,1.23,0.14,0.68,0,0,0,7.24,0.14,0,0,0,0,0,0.14
