stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,13,0,0,0,0,0,2,0,0,0,0,0,0,85,4,1,4,0,0,0,1,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,23.39,0,1.13,0,0,0,0.28,0,0,0,0,0,0,48.76,10.99,0.28,1.69,0,1.69,0,2.54,13.53,6.2,1.13,0,1.13,0.28,0,0,0.28,0,0,0,0,0,0
21Day,8.14,1.11,1.11,100.64,0,14.06,0,3.33,0,45.88,0,0,7.03,0.74,6.66,2.59,80.66,38.11,128.02,24.42,0.37,0.37,3.33,0.37,31.08,10.73,21.46,0.74,14.43,8.88,0,0,1.11,2.22,3.7,0.74,0,0,2.96
3Month,0.52,5.2,6.87,152.8,0.21,0,4.37,0.62,0.1,689.94,18.62,0.21,90.7,24.76,1.14,56.38,194.62,19.76,56.69,23.4,5.2,0.52,6.97,20.28,2.91,0.52,22.57,2.08,0.83,9.15,0.31,12.79,1.25,0.21,0,0.1,5.51,11.86,18.31
22Month,0.41,2.46,3.83,81.31,0.27,0,1.23,0.68,0,383.17,16.12,1.78,75.84,4.65,1.5,41.54,36.35,3.01,18.99,12.44,0.41,3.42,2.19,2.73,0.55,0,30.06,1.78,0.14,2.32,0,0.96,1.64,0.82,0,0,0.14,0,4.24
