stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.48,1.41,0.28,12.12,5.64,0.85,0,0,0,0,0,0,0,0,0,2.82,2.54,0.28,4.51,0,0,0,0,19.73,45.66,0,3.1,0,5.92,0,0,3.95,0,3.1,0,0,0
21Day,4.44,0.74,0,5.55,2.59,1.48,0,0,0,0,0,0.37,0,0,0.74,0.74,0.74,0.37,8.88,0,0,1.48,0,11.47,5.18,0.37,6.29,0,4.07,1.48,0,0.37,0,0.37,0,0,0.37
3Month,0.31,0.94,0.21,6.35,0.1,0,0.1,0.1,0.52,0.94,0,7.07,1.25,0.1,5.72,0.62,0.73,0.42,4.99,0.52,0,0.94,1.56,0.1,0.21,0.52,3.12,0,0.31,0.62,1.66,0.1,0,0,1.66,4.78,0.31
22Month,0,0.41,0.41,2.87,0,0,0.14,0,0.27,1.23,6.29,19.54,0.55,0,3.28,0.14,0.41,0.41,3.96,0,0.55,0.14,0.14,0,0.14,0.41,1.78,0.14,0,0,0.27,0,0.27,0,0,0,0
