stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,17,0,0,0,0,6,489,0,0,0,4,0,0,0,0,6,0,0,0
72hpf,1.13,5.92,0,3.1,1.13,3.1,0,0,0,0,0,0,0,0,0.28,0,1.69,1.97,0,20.57,0,0,0.85,0.28,51.86,107.1,0.56,0,0,8.74,0.28,0,8.74,0,6.76,0,0,0
21Day,1.48,8.88,0,1.48,0.37,0.74,0,0,0,0,0,0,0.37,0,1.11,0,0.74,1.48,2.22,21.46,0,0,1.85,0,19.24,21.09,1.48,0.37,0,2.22,1.48,1.11,1.85,0.37,3.7,0,0,0.74
3Month,0.21,39.21,0.31,6.14,0,0,0.21,0.1,0,1.35,0.1,0,3.85,1.25,0.42,2.6,0.42,1.66,2.08,14.56,0.73,0.1,1.77,0.31,0.73,0.1,3.74,0.21,0,1.56,0.83,32.56,0.62,0.1,0.94,56.69,1.98,0.21
22Month,0,45.64,0.14,1.91,0,0,0.27,0,0.27,1.37,1.37,0,10.8,1.09,0.27,2.19,0.14,0.41,1.23,4.51,0.14,0.96,0.68,0.14,1.5,0,3.96,0.55,0.27,0.68,0,6.29,1.09,0,0.41,3.01,0,0.27
