stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,11.27,0.28,0.85,0,0,0,0,0,0,0,0,0,0,0.85,5.92,0.28,0,0,0,0,0,2.54,1.41,1.13,0,0,1.13,0,0,0.56,0.28,0,0,0,0
21Day,0.74,0.37,0.37,44.77,0,1.85,0,0.74,0,0,0,0,1.48,0,0.37,0.74,0,5.18,3.7,1.11,0,0,0,0.37,3.33,0.74,3.7,0,0,0.37,1.85,0,0.37,0,2.22,0,0,0.37
3Month,0.31,2.39,3.74,151.24,0.1,0,0.52,0,0.1,60.23,4.06,0,16.75,3.85,0.21,44.83,2.08,38.17,13.63,4.06,0.94,0.21,3.33,1.35,0.62,0.1,33.7,0.31,0,0.21,1.98,14.15,0.1,0,0,5.82,5.62,2.08
22Month,0.41,1.78,4.51,116.15,0.14,0,0.96,0.14,0,38.67,7.52,1.37,25.28,2.73,0.41,48.37,0.55,6.7,7.38,3.96,0.14,1.5,2.87,0.27,0.27,0.14,23.23,0.14,0.14,0.55,0.55,5.88,0.82,0.41,0,0.27,0,0.82
