stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,4,0,26,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,3.66,0,0,0,0,0,0.85,0,0,0,0.28,0,0.56,11.27,2.82,0.28,0,0,0,0,0.28,0.85,0,0,0.56,0,0,0,0.28,0,0,0,0
21Day,0.37,0.37,0,21.83,0,1.48,0,0,0,1.11,0,0,1.85,5.18,0.74,0,6.29,10.36,2.96,0,0,0.37,0,1.11,1.11,0,0,0,0.74,0,0,0.37,0.37,0,0,1.48
3Month,0,0.1,0.31,7.8,0,0,0.1,0.21,0.52,18.41,0,1.04,27.88,0.21,1.04,0.31,0.52,6.45,0.42,0,0,0,0.21,0.21,0,0.21,0,0,0.21,0.1,0.62,0,0,0.1,0.52,1.14
22Month,0,0,0,3.01,0.14,0,0.14,0.27,0.27,47.42,0.14,6.7,6.01,0.41,0.82,0,0.14,17.63,0.27,0.14,0.27,0.14,0,0.14,0,0,0.14,0,0.27,0,0.41,0,0,0,0,0.68
