stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,1,0,0,0,0,0,9,0,0,0,2,0,1,1,589,1,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,2.25,0,0.28,0,1.41,0,15.22,0,24.52,0,0,0,20.01,0,0,2.82,148.25,0,0,0,0,0,4.51,5.64,0,0.28,0,1.41,0.28,0,0,1.41,0,0,0,0,0,0.28
21Day,4.81,4.44,0.74,11.84,0.37,7.77,0,64.01,0,83.99,0,2.59,27.38,156.87,0.74,1.48,5.55,175.74,10.36,0,0,0.37,0,14.43,6.29,0,2.22,0,2.96,8.88,0,0.37,2.96,1.85,2.96,0.37,0,0,49.95
3Month,1.35,7.07,1.56,21.64,0.1,0,3.74,31.83,6.03,520.81,0,31.83,565.96,37.65,13.42,1.25,6.66,273.46,9.05,1.66,0.21,3.85,3.22,1.35,0.21,2.5,0.73,0,0.31,8.74,1.66,6.66,0.31,0.1,0,0.21,4.78,8.11,98.82
22Month,1.23,24.6,1.09,11.62,0.27,0,10.93,23.91,3.14,1488.66,1.64,56.71,295.85,63.82,6.29,0.82,1.91,357.06,11.21,0,3.42,2.6,0,1.09,0.14,1.23,3.14,2.05,0.96,2.19,0,0.68,2.05,2.6,0,0,0.96,0,31.02
