stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0,0
21Day,0.37,0,0.37,0.37,0,0,0,0,0,0,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0
3Month,0.1,0.1,1.77,3.54,0.42,0.1,0.1,4.78,0.31,0,53.05,0.1,39.32,0.73,0.42,0.52,0.94,0.21,0.21,0.21,3.12,0.1,0.1,0.21,0,0.94,0.83,0,0.21,0.83,0.1
22Month,0.14,0.14,1.91,1.09,0.27,0.14,0,2.46,0.27,0.14,87.05,0.41,46.73,0,0,0.55,0.14,0.14,1.64,0.14,0.14,0,0.27,0.14,0,0.41,0,0,0,0,0
