stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,4,0,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,2.25,0.56,0.56,0,0,0,0,0,0,0.28,0,0,0,1.13,8.46,0.28,6.48,0,0.56,0.28,0,4.51,8.17,0,0,0,7.05,0.28,0.28,1.41,0,2.25,0,0,0
21Day,0.74,0.37,0,8.88,0,0,0,1.48,0,0,0,0,2.96,0,1.11,0,0.74,2.59,2.96,6.66,0,0,1.11,0,2.22,3.7,0,1.11,0,3.7,2.96,0.37,0.74,0,0.74,0,0,2.59
3Month,0,1.56,0.73,13.94,0,0,0.42,0.31,1.66,1.87,0,0,134.29,5.1,0.52,2.08,1.56,3.74,6.24,4.99,0.73,0.1,1.14,0.83,0.31,0.31,0.21,0.42,0,0.62,2.39,8.01,0.31,0,0.42,2.18,1.04,4.58
22Month,0.27,1.91,1.09,6.42,0,0,0.27,0.14,0.68,2.19,2.32,0,360.75,3.69,0.96,3.14,0,1.09,5.06,5.19,0,3.55,0.96,0,0.14,0.27,0.27,0.96,0.68,0.14,0.41,1.64,2.05,0.41,0,0.27,0,1.23
