stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.85,18.88,0.28,0,0,0,0,0,0,0.85,0.56,0,0,0,0,0,0.28,0,0,0.56,0,0,0
21Day,1.11,0,5.92,6.66,5.55,0,1.11,0,0,0,0,1.48,0,2.22,101.38,0,2.59,1.48,6.66,0,0,0.74,0.74,11.84,3.33,0.37,0.37,0,2.96,3.33,0.74,0.74,0.74,0,0,0,1.11
3Month,0.31,2.08,8.22,25.9,0,3.95,0.42,0.1,11.13,9.05,0,39.32,10.19,0.21,1075.33,3.22,7.91,7.07,9.36,2.91,0.21,3.22,3.02,1.77,0.21,2.91,1.56,0,0.52,9.78,28.19,0.42,0.1,0.1,3.33,8.11,8.43
22Month,0.27,1.23,6.01,4.1,0,0.68,0,0,11.21,4.37,1.23,32.11,1.37,0.27,717,0,0.55,3.55,4.24,0.14,1.09,1.09,0,0.27,0,3.14,1.09,0.14,0.82,0.82,12.57,0.41,0.14,0,0,0,2.19
