stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,9,0,29,0,0,0,0,0,0,0,12,0,0,0,0,21,50,2,5,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,12.12,1.41,1.41,0,0.28,0,0,0,0,0,0,0.28,0,12.4,73.28,3.1,0.85,0.28,0,0.28,8.74,2.54,0.28,0,0,0.56,0,0,0.28,0.28,0.85,0,0,0,0,0
21Day,2.96,1.11,1.85,137.64,1.85,5.18,0,0.74,0.74,1.85,0,0,1.11,0,12.58,7.03,24.79,140.23,29.6,2.96,0,2.22,0.74,8.14,5.18,1.11,0.37,0,4.81,7.03,0,0.74,0.37,5.55,6.66,0.37,0,0,8.88
3Month,0,3.12,1.04,27.04,0.21,0,0.21,0.31,6.76,2.29,0.1,0,4.47,25.07,0.62,15.6,13.63,8.22,8.22,1.98,0,2.18,2.81,0.62,0.1,0.52,0,0,0.1,0.42,0.21,9.88,0.1,0,0,0,0.52,10.61,15.08
22Month,0,3.42,0.27,11.34,0,0,0.14,0,3.42,2.19,4.24,0,16.4,2.73,0.41,23.37,1.09,2.05,4.24,1.09,0.55,0.55,0.27,0.27,0,1.23,0.14,0.27,0.14,0,0,3.69,0,0.14,0,0,0,0.14,4.37
