stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.85,0.37,0,119.88,0.37,3.33,0,0,0,0,0.37,0,1.48,0,2.22,17.39,1.11,3.7,0,0,19.24,0,3.7,0.74,0.37,0,0,1.48,1.11,0,0.37,0.37,0.74,0.37,0,0,0.74
3Month,0.31,1.04,0.62,105.79,0,0,0.52,2.6,1.87,0,7.8,2.7,0.1,7.49,1.77,4.89,1.14,2.29,0.52,0,253.91,1.77,0.42,0,0.83,0.52,0,0.1,1.77,2.91,0.21,0,0,0,0.94,1.56,0.62
22Month,0,0.68,0.68,74.47,0,0,0.68,1.78,1.5,0.27,14.21,0.55,0,3.96,1.09,0.82,1.5,2.73,0,0.27,120.39,0.14,0.14,0,0.27,0.27,0.14,0.14,0.27,0.14,0.14,0.14,0,0,0,0,1.23
