stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,7,0,0,0,1,0,0,0,0,3,0,0,0,0,2,3,6,15,0,0,0,0,8,117,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,3.38,1.41,0,5.36,0.85,2.54,0,0.28,0,0,0.28,0,0,0,0,0.28,0,2.82,6.2,0.56,11.56,0,0.28,0.28,0,105.13,30.72,0.28,0.85,9.86,0,0.28,6.76,0.85,0,0.56,0,0,0
21Day,6.29,0.37,1.11,15.54,1.85,9.25,0,4.07,0,0.37,1.48,0,0,1.48,0,8.88,0.37,1.11,2.22,7.4,18.13,0,0,2.96,0,51.43,21.46,1.11,1.11,5.18,7.03,0.37,5.18,1.85,1.85,0.37,0,0,5.55
3Month,0.1,2.5,0.73,19.45,0.21,0,0.62,0.73,0,11.13,5.51,0,0,37.34,2.7,0.83,11.75,5.62,5.3,5.82,9.47,0.94,0.1,4.47,2.91,0.73,0.42,1.66,1.46,0.21,1.25,9.99,0.1,0,0,0.1,2.08,8.53,6.76
22Month,0,2.19,0.41,5.06,0.14,0,0.41,0.68,0.14,3.28,5.06,0.96,0,35.67,2.6,2.32,8.75,0.82,1.23,5.47,5.6,0,1.5,1.09,0.27,0.41,0,1.09,2.46,0.27,0.14,1.78,1.09,0,0,0,0.27,0,2.19
