stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,11,284,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,0.56,0.85,0.56,0,0,0,0,0,0,0,0,0,3.1,0.28,3.66,0,0,0,0,67.36,93.01,0,1.13,0,3.1,0,0,14.66,0,0,0,0,0.28
21Day,0,0.37,0,0.74,0.74,1.11,0.37,0,0,0,0,0,0.37,1.11,0,0.37,0.37,4.07,0,0,0.74,0,15.54,17.02,0,1.85,0,1.48,1.11,0.37,5.92,0.37,0.37,0,0,0.37
3Month,0,0.42,0.42,9.26,0.21,0,0,0.73,0.73,0.1,30.58,1.56,0.21,1.77,0.62,2.18,2.18,2.18,0.42,0.21,0.1,0.52,0.94,0.83,0.73,1.25,0,0,0.94,23.92,0.62,0,0.1,0.42,3.95,1.77
22Month,0,1.23,0.27,7.93,0,0,0.41,0.14,1.91,0.82,20.22,0.96,0.55,3.14,0.41,0.55,1.78,1.78,0,0.82,0.27,0,0.41,0,0.96,0.55,0.14,0,0,1.37,2.19,0.68,0.14,0.14,0,0.82
