stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.13,0.28,0,0,0,0,0,0,0,0.28,0.85,0,1.13,0,0,0.28,41.15,5.36,1.13,0,1.41,0,0.28,1.69,6.2,5.64,0.56,0,0,0
21Day,1.11,1.11,0,4.44,4.07,0,0.74,0.37,0,0,0.37,0.37,0,0.74,0,6.29,0,1.48,0,117.29,5.55,1.11,1.11,2.59,5.18,0,1.48,17.02,14.43,1.48,0,0,0
3Month,0,0.1,0,0.83,0,0,0.1,0,0.94,0.1,0,0.62,0.1,0.62,0,0.31,0.1,0.1,0,0.21,0,0,0.1,0,0,1.35,0,0,0,0.21,0.1,2.29,0.1
22Month,0,0.27,0.14,0.27,0,0.14,0.41,0.27,5.33,0,0.14,0.14,0,0,0.41,0.82,0,0,0,0.41,0,0,0.14,0.14,0,0.14,0,0.14,0,0,0,0,0
