stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,1.41,0.56,5.36,0,0,0,0,0,0,0,0.28,0,0.28,7.05,0.28,30.72,0,0,0,0,28.75,15.5,0,0,9.3,0,0,0,2.54,0.56,0,0.28,0,0,0
21Day,12.21,1.11,0.37,31.82,1.85,22.57,0,3.7,0.37,0.74,0,8.14,1.48,12.58,5.55,2.59,15.91,7.03,216.81,0,0.37,5.55,0.37,43.66,19.61,1.85,2.22,18.13,11.1,0,0.37,4.07,2.59,5.55,1.48,0,0,6.66
3Month,1.04,8.01,4.37,70.63,0.31,0,2.29,1.66,11.44,29.44,0.21,77.91,45.14,3.64,41.19,6.66,33.91,17.06,283.03,11.55,0.62,8.53,5.62,4.99,0.83,5.3,2.91,46.08,6.35,0.1,16.43,1.46,0.1,0,0.62,6.66,6.24,24.65
22Month,0,0.68,0.41,2.46,0.14,0,0.41,0,0.41,2.19,0.27,17.9,0.96,0.27,1.37,0.14,1.09,0.96,34.98,0,1.09,0.41,0,0.27,0,0.82,0.27,8.47,0.14,0,0.14,0,0.14,0,0.14,1.09,0,0.27
