stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.85,0,0.85,0,0,0,0,0,0,2.25,0,0,0.28,24.8,0.85,0.28,0.56,0,37.49,0,2.54,5.36,4.51,0,0,0,0.85,0,0,0,0,0,0,0,0,0
21Day,0.37,0.37,7.77,2.22,0,0.74,0,0,0,1.11,0,0,3.7,0,0,14.43,0.74,1.11,0.74,1.85,0,0.74,4.81,0.74,1.85,0.74,0,0,0,0.74,1.48,0,0.37,0,0.74,0.37,0,0,0
3Month,0.42,2.5,42.33,53.67,0.1,0,5.2,0.21,0.21,41.29,8.74,0.21,1408.18,9.26,0.94,338.47,4.99,7.18,6.76,14.77,1.56,4.68,3.54,14.87,1.35,0.42,1.77,1.56,0,0.31,22.16,0.1,8.43,0.62,0,0,4.26,3.54,6.45
22Month,0.96,1.37,30.47,50.01,0,0,3.14,0.41,0,19.81,6.15,4.1,1591.97,1.78,0.41,224.52,0.68,1.37,5.19,5.74,0.14,39.36,3.14,0.82,0.82,0.14,1.23,2.46,2.73,0.27,2.19,0,2.73,0.41,1.37,0,0.41,0,1.91
