stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,5,0,16,0,0,0,0,0,0,0,2,0,0,0,0,1,4,7,36,0,0,0,9,402,0,0,6,0,0,0,0,0,2,0,0,0
72hpf,5.07,0.28,0,3.38,0.85,3.38,0,0,0,0,0,0,0,0,0.56,0,2.54,6.48,0.56,15.22,0,0,0.28,193.63,56.09,0.28,0.56,12.12,0,0,8.46,1.69,0.28,1.69,0,0,0
21Day,4.81,0.37,0,7.03,0.74,3.33,0,1.11,0,0,0,0,0.37,0,0.74,0.37,0.37,7.03,1.48,15.17,0,0.74,0,44.03,18.13,0,0.37,3.33,2.22,0,2.59,0.37,1.11,0.74,0,0,0.74
3Month,0,1.35,0.21,11.34,0.21,0,0.62,0.21,0.94,1.25,0.1,0,5.72,0.94,0.31,2.7,1.14,2.18,1.04,7.49,1.14,0.94,0.73,2.29,0.62,1.35,0.52,0.21,0.31,6.24,0,0.21,0,0.1,1.66,1.56,1.14
22Month,0,0.68,0,3.14,0,0,0.41,0.55,0,0.82,0.41,0,14.21,0.55,1.09,2.87,0.41,0.96,1.64,5.06,0.27,0.27,0,1.09,0,1.23,0.68,0.27,0.14,2.32,0.14,0.82,0,0.14,0,0,0.27
