stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,1.69,0,7.33,1.97,11.27,0.56,0.28,0,0,0.56,0,3.66,25.08,1.13,39.74,1.13,0.28,110.77,57.78,0.28,0.56,21.7,0.28,0.28,8.17,0.85,0,0.28,0
21Day,16.65,3.7,0.37,50.69,1.11,26.64,8.88,3.7,11.1,0.37,13.32,5.92,4.44,27.75,7.4,74.74,0,10.36,53.65,34.78,0.74,0.37,19.24,13.32,0.74,7.4,3.33,8.14,1.48,10.36
