stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,3.1,1.41,0.56,0,0,0,0,0,0,0,0,0,4.79,26.49,0,0.28,0,0.56,0,4.51,1.69,1.13,1.97,0,0,0.85,0.28,0,0,0,0,0,0
21Day,0,0,2.96,42.18,0.37,0.37,0,0,1.85,0,0,6.29,0,0,1.48,7.03,9.99,0,1.48,0,0,2.22,2.22,1.48,1.85,5.18,0,0,0.37,1.85,0,0,0,0,0,0
3Month,0,1.56,8.53,102.77,0.21,0,1.35,0,42.86,2.08,0.1,281.37,3.12,0.1,24.76,14.56,4.47,3.12,2.91,0.21,0.42,37.45,53.36,2.39,0.1,17.06,0.52,0,0.21,4.37,3.64,0.1,0,1.25,2.6,2.91
22Month,0,1.09,7.65,46.73,0.41,0,0.41,0.14,25.14,1.09,0.27,380.98,1.23,0.41,25.28,3.42,0.82,2.46,2.46,0.27,8.75,13.39,3.14,0.68,0,12.85,0.82,0.55,0,0.82,1.78,0,0.27,0,0,0.96
