stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0.56,0,0,0,0,1.13,0,1.13,0,0,1.69,14.09,0.28,0.28,0.56,0,27.9,0,1.41,2.25,2.25,0,0,0,1.41,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0,7.03,0.37,2.22,0,0.37,0,0,0,0,38.85,2.22,0.74,1.48,6.29,3.33,1.11,3.7,0,0.74,0.74,1.48,4.81,4.81,0,0,0,2.59,4.81,0,0,0,1.11,1.11,0.37,0,0.74
3Month,0.94,1.56,5.93,24.34,0,0,3.64,0.1,0.21,6.76,39.53,0.1,1215.02,809.98,0.52,24.13,4.37,7.28,35.26,9.36,2.6,1.35,4.89,4.16,1.14,0.21,1.35,1.35,0,0.21,16.12,3.95,3.43,0.94,0,0.1,5.3,4.89,7.59
22Month,1.37,4.92,3.28,17.35,0.27,0,10.25,0.41,0,3.01,43.73,2.19,3339.58,225.2,1.91,19.95,1.09,1.23,50.97,18.45,0.68,79.67,2.87,0.55,1.09,0.14,1.91,4.1,0.82,0.41,6.42,0.14,5.33,1.78,0.82,0.14,0.55,0,6.83
