stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,2,5,0,0,0,16,0,0,0,0,0,0,0,0,0
72hpf,2.54,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,37.49,1.13,0.28,7.05,0,0.85,0,0,3.38,2.25,0,0,0,7.33,0,0,0.28,0,0.56,0.28,0,0,0
21Day,2.96,0,5.55,9.62,0,2.59,0,2.96,0,0,4.44,0,0.74,68.45,0,3.7,0.74,7.03,0,0,0.37,0,2.96,1.11,1.11,0.37,0,2.22,1.85,0,0.37,0.74,0.37,0,0,0,0.74
3Month,0,0.52,0.52,24.96,0.1,0,0,2.6,0.31,0,1.98,0.73,0.21,22.78,0.21,3.64,0.83,0.83,0.1,0,0.31,0.1,0.42,0,0.73,0.1,0,0.1,0.52,1.46,0.1,0,0,0,0.31,0.94,0.31
22Month,0,0.14,0.14,2.6,0,0,0.27,0.55,0,0.27,1.78,0,0,13.25,0.14,0,1.09,0.27,0,0,0,0,0,0.14,0,0,0.68,0,0,0.14,0,0,0,0,0,0,0
