stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0.28,0,0,0.28,0.28,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0,0,0,1.85,0,0,0,0,0,0.74,0,0,1.11,0,0,0,1.48,0,0,0,0,0.37,0.37,0,0,0,0.74,0,0,0,0,0,0,0
3Month,0,0.21,0.83,35.78,0.21,0.31,0.94,1.35,0.1,89.56,0.62,0.31,29.54,0.83,12.79,1.25,3.22,0.62,0.1,0.31,7.91,0.42,0,0.1,0.42,0,0.31,1.25,1.04,0.21,0.1,0.31,13.83,0.31
22Month,0.14,0.14,0.41,2.19,0,0.41,0.41,0.27,0,81.99,0.14,0.14,5.19,0,0.82,0,1.91,0,2.19,0.14,0.14,0.14,0.14,0.14,0.55,0.14,0,0,0.41,0.27,0,0,0,0
