stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.13,0,0.85,0,0.56,0,0,0,0,0,0,0,0,0,0,1.41,9.02,0,36.64,0,0,11.27,0,3.95,3.1,0,0,0,7.61,0,0,0.56,0,0,2.25,0,0,0
21Day,4.81,3.33,0,11.84,0.37,2.22,0,0,0,0,0,0,0.37,0.37,0.37,0,0.74,5.92,0.37,24.42,0,0,100.27,0,3.7,3.33,0.37,0.37,0,3.7,2.59,0.74,0.37,0.37,0.74,5.55,0.37,0,0.74
3Month,1.66,5.1,0.1,6.45,0,0,0.52,0.31,0.1,0.73,2.18,0,5.2,2.5,0.1,3.22,0.73,1.46,2.39,16.95,3.12,0,16.33,0.31,0.52,0.21,0.52,0.21,0,0.31,1.25,14.77,0.52,0,0,0,121.39,3.54,1.04
22Month,1.23,8.06,0,1.64,0.14,0,0.41,1.64,0.14,0.14,0.68,0.14,9.16,0.14,0.41,0.96,0,0,0.41,14.35,0,0.55,11.75,0,0.27,0,0.27,2.46,0.41,0.14,0,12.16,0.41,0.27,0,0.41,3.01,0,0.27
