stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,12,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0.56,1.41,0.28,1.13,0,0.28,0.28,0,3.66,2.25,0,0,1.69,0,0,1.13,0,0.28,0,0,0
21Day,0,0,0,2.96,0,2.59,0,1.48,0,1.11,0,0.37,0,0.74,0,0,1.48,1.11,2.96,0,0,0.37,0,2.22,0.37,0,0,0.74,0.74,0,0.37,0.37,0.74,0,0,0
3Month,0,0.31,0,5.41,0,0,0,0.1,0.52,2.18,0,9.15,1.98,0,2.08,0.94,1.66,2.18,1.35,0.21,0,1.46,0.52,0.31,0.21,0.1,0,0.31,0.62,2.08,0,0,0,0.31,1.35,1.35
22Month,0,0.27,0.68,3.01,0.14,0,0.27,0,0.27,5.06,1.23,17.22,0.82,0.55,2.87,0.27,0.27,2.19,1.37,0,0.55,0.55,0,0.14,0,0.68,0.14,0,0,0.82,0,0,0,0,0,0.41
