stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0,0.85,0,0,1.13,0,0,0,0,3.1,2.82,0,0,1.69,0,0,0.56,0,0,0,0,0
21Day,1.48,0,0.37,0.37,0,0,0,0,0,0,0.37,0,0,5.18,0.37,0.37,0.37,2.59,0,0,0.37,1.85,1.48,2.22,0,0.74,1.11,0,0,0.37,0.37,2.96,0,0,0
3Month,0.31,0.73,11.03,8.01,0.1,1.66,0.1,12.69,2.29,0,12.59,3.43,0.1,335.14,0.73,1.87,1.66,3.22,0.62,0,0.31,30.06,0.42,0,0.52,0.42,0.21,2.7,3.74,0,0,0.31,0.73,7.28,3.02
22Month,0,0.55,6.7,3.14,0,0.82,0.14,7.38,1.37,1.09,179.15,0.41,0.27,162.2,0.27,0.14,0.96,1.64,0,2.6,0.96,4.1,0.14,0,0.82,0,0,0.96,1.09,0.41,0.27,0,0.14,0,0.82
