stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,4,0,0,0,0,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,2.54,0.56,3.66,0,0,0,0,0,0,0,0,0,0,1.13,8.74,0.28,7.05,0,0.28,0.56,0,3.95,7.89,0.28,0.28,9.86,0.28,0,0,5.64,0.28,0,1.13,0,0,0
21Day,2.96,1.48,0,7.03,0,4.07,0,1.48,0,0,0,0,0.74,0,2.22,0.74,0.37,5.92,3.33,11.47,0,0.37,1.48,0,1.85,6.66,0.37,0,2.22,1.11,0,0,1.11,0.74,0.74,1.11,0,0,1.85
3Month,0.21,4.06,0.21,9.26,0,0,0,0.52,1.35,2.29,0,0,10.51,5.41,1.56,3.12,0.62,3.33,3.43,8.22,2.6,0.1,0.62,0.1,0.21,0,0.42,1.77,0.83,0.31,0.1,0.73,0.21,0,0,0.31,1.04,0.52,3.22
22Month,0.14,7.65,0.14,5.47,0,0,0.27,0.14,0.55,1.5,7.24,0,14.89,0.41,1.37,5.06,0,0.82,3.42,9.29,0.55,0.96,0.14,0,0,0.14,0.68,1.64,0,0,0,0.14,2.32,0,0,0.14,0.27,0,1.37
