stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,32,0,2,0,0,0,0,0,22,0,0,0,0,0,0,37,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,14.09,0,9.3,0,1.13,0,0.28,0,0.56,0,0,0.85,0,5.07,17.47,4.23,0.28,0,0,0,0,3.1,0.56,0,0,0,0.85,0,0,0,0,0,0,0,0
21Day,1.85,0.37,0,51.43,0.74,14.43,0,6.66,0.74,1.85,0,0,0.37,0.74,8.51,0,1.85,37.37,5.18,2.22,0,0,1.11,0,1.11,0.37,0,0,0,1.48,1.11,0,0.74,0.37,0,0,0,2.59
3Month,2.08,1.56,2.08,160.71,0.62,0,0.83,1.04,12.69,16.02,0,0,105.37,19.24,1.77,27.46,10.71,32.56,23.09,5.93,2.18,0.1,24.34,1.66,0.42,0.1,1.66,0.31,0,0.42,2.18,11.44,0.1,0,0.1,3.74,3.95,13
22Month,0.55,0.82,3.55,19.81,0,0,0.27,0.68,3.83,9.16,3.14,0,89.37,8.47,2.46,19.27,3.01,6.29,10.39,3.69,0.41,1.5,9.98,0,0.27,0,1.09,0.27,0.14,0.14,0.27,3.69,0,0,0.14,0.27,0,2.05
