stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,90,3,0,30,0,0,0,0,0,0,0,19,0,0,0,0,3,1,0,143,0,0,0,48,456,3,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,18.88,3.1,0,10.99,1.97,29.31,0,0.28,0,0.56,0,0,0,0,0.28,0,3.38,19.73,1.97,91.88,0.28,1.41,0,1117.53,226.32,0.56,0.28,0,25.37,0.28,0,13.53,0.56,0.56,1.97,0,0,0
21Day,31.45,0,0.37,13.32,0.37,5.55,0,0.74,0.74,0.37,0,0,0.74,1.11,1.48,2.22,0.74,5.92,2.96,61.05,0,0.74,0,308.57,101.38,0,0.37,0,5.55,5.92,1.85,5.92,0.37,2.59,0.74,0,0,1.11
3Month,0.1,0.1,0,5.3,0.1,0,0.42,0,6.35,0.62,0,0,1.66,0.83,0,0.52,0.31,0.21,0.42,1.35,0,0.1,0.31,24.03,0.94,0.31,0,0,0,0,4.26,0,0.1,0,0,0,1.35,0.21
22Month,0,0.14,0.14,6.15,0,0,0.14,0.14,0.82,0.68,0.14,0,3.69,0,0,0.41,0,0.14,0.14,0.41,0,0.27,0,6.29,0.55,0.14,0.14,0.55,0.14,0,9.43,0,0,0,0,0.27,0,0.41
