stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,10,0,0,0,0,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0.85,0.28,0.56,2.54,0,0,0,0,0,0,0,0.85,3.1,0.28,6.76,0,0.56,0.85,0,195.88,21.7,0.28,0,0,6.2,0,0,3.38,0.28,0.85,0.85,0,0,0
21Day,1.48,0.37,1.85,0,1.85,0.74,0,0,0,0.37,0,0,0.37,0.74,0,7.77,0,0,0.37,0,27.01,5.18,0,0.74,0,0.74,1.11,0.37,0,0.37,1.11,0,0,0,0
3Month,0,0.21,1.77,0,0,0,0.31,0.52,2.81,1.04,0.21,0.62,0.42,0.73,0.83,1.35,0.21,0,0.21,0.21,2.08,0.52,0.73,0,0,0,0,18.62,0,0,0.1,0.1,0.21,53.57,1.14
22Month,0,0.14,0.14,0.14,0,0,0.41,0.14,2.05,0.68,0.14,0.82,0.14,0.14,0.27,0.96,0,0,0,0,0.82,0,0.55,0.82,0.27,0.27,0,12.03,0,0,0,0,0.14,0.68,0.41
