stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,3.95,0.56,0.56,0,0,0,0,0,0.28,0.28,0,0,0,1.41,3.95,0.28,16.35,0,0.28,0,8.17,15.78,0.28,0.28,11.27,0,0,3.95,0,0,0.28,0,0,0
21Day,3.7,0,0,3.33,0.74,0.37,0,0.37,0.37,0,0,0,0,0,0.37,0,0,2.59,0,18.5,0,2.22,0,4.44,5.55,0,0,2.59,1.48,0.37,3.7,0.37,1.11,0,0,0,0
3Month,0.31,0.21,0.1,3.12,0.83,0,0,0,0,1.14,0,0,1.77,3.85,0,0.52,0,1.35,2.29,4.47,2.5,0.83,0.21,0.42,0.1,0.21,0.1,0.1,0.1,1.14,0.21,0,0,0,2.39,0.21,1.14
22Month,0.14,0.14,0.41,1.37,0.14,0,0.14,0,0,1.78,0.14,0,4.92,0.55,0.14,0.55,0.14,0.68,1.23,2.6,0.27,0.96,0,0.41,0,0.14,0.14,0,0,0.55,0,0,0,0.14,0.14,0,0.27
