stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.85,0.56,1.41,0,0,0,0,0,0,0,0,0,1.69,0.28,0.85,0,0.85,0,0,134.16,1.41,0,0,0,1.97,0,0.28,1.13,0,0,0.56,0,0,0
21Day,1.11,0,0,4.81,0,0.74,0,0,0,0,0,0,0.37,0.74,0.74,1.85,1.48,1.11,0,0,0,0,52.17,0.74,0,1.48,0,0.74,1.48,0,0.37,0.74,0.37,0,0,0,0
3Month,0.21,0.1,0.1,2.29,0,0,0.1,0.31,0.42,0,2.81,0.42,0.1,0.73,2.08,0.62,0.62,1.04,0.21,0,1.25,0.21,6.55,0,0.83,0.52,0,0,0,0.62,0.1,0,0,0,0.1,0.52,0.83
22Month,0,0.27,0,1.5,0,0,0.14,0.55,1.09,0.68,14.07,0.27,0.41,0.96,0.14,0.41,0.41,0.96,0,0.41,0.27,0,3.28,0.14,1.23,0.14,1.78,0,0.14,0.27,0.14,0.14,0,0,0,0,0.82
