stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,29,3,0,1,0,0,18,14,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,1.41,0.56,0,0,0.28,0,0,0.28,0,0,0,0.56,0,20.57,1.13,2.25,1.97,0,0.56,0,3.1,4.51,6.2,0,0,1.41,0.28,0,0.28,0.28,0,0.28,0,0,0
21Day,2.22,1.48,15.54,8.14,0,3.7,0,2.22,0,0,1.48,0,4.07,0.74,4.44,45.88,6.29,2.59,24.42,3.33,0,0,0.74,1.48,5.55,2.59,0.37,0,1.85,3.7,0,0.74,0,0.74,0,0,0,1.48
3Month,0.31,2.7,28.71,26.84,0.21,0,1.66,0.73,0.21,31.62,3.64,0,41.81,9.26,0.62,305.08,39.94,4.16,19.56,4.78,1.56,0.21,1.46,32.97,0.62,0.42,3.02,0.83,0.42,2.18,13.42,0.21,0,0,0.21,1.14,5.82,3.02
22Month,0,1.91,27.47,29.93,0.14,0,0.82,0.41,0,32.11,28.97,1.64,110.14,11.89,3.01,258.95,12.71,0.68,26.92,3.69,0,4.37,0.96,3.83,0.55,0,4.92,0.41,0.41,0.82,1.78,0.55,0.14,0,0,0.27,0,1.37
