stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.97,9.02,0.56,0,0,0,0,0,0,0,0,0,0,1.13,2.82,0,1.13,0,0,0.28,0.28,18.32,7.89,0,0.28,0.28,0,0,0,3.38,0,0.28,2.54,0,0,0
21Day,1.11,0,0,5.18,9.99,2.22,0,0.37,0,0,0,0,0.37,1.48,0.74,0.74,0.37,4.07,0.37,5.55,0,0,0.74,0.37,5.92,4.44,0,0.37,1.48,0.74,0,0,0.74,0,1.11,5.92,0,0,1.48
3Month,0,0.73,0.62,33.08,2.29,0,0.21,0.21,0.21,1.35,3.12,0.1,15.6,48.99,0.73,6.14,5.41,2.29,5.62,4.68,0.94,0.1,1.25,2.29,4.68,0.31,0.62,0.62,0.1,1.66,0.1,6.66,0.21,0,0,0.42,1.56,423.97,5.93
22Month,0,1.37,0.55,22.14,1.23,0,0.41,0,0,0.68,1.78,1.23,8.2,3.28,0.82,1.23,0.27,0.55,2.19,2.32,0.14,0.41,0.55,0.55,0.96,0.27,0.27,0.68,0,0.14,0,2.46,1.37,0.14,0,0.41,0.14,2.05,1.64
