stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,1.97,0,265.78,0,3.38,0,0,0,0,0,0,0,0,1.97,0.56,1.13,0,0,0,0,7.61,1.97,0,0.28,1.69,0,0,0,0.28,0,0,0,0
21Day,2.22,0,0,3.7,0.37,445.09,0,111,0.37,0,0,0.74,0.74,2.59,0.74,0.37,3.33,1.48,6.66,0,0,0.37,0,8.14,1.11,0,1.11,2.59,8.88,0,1.48,0.37,4.44,0,0,0.37
3Month,0,0.42,0.1,1.46,0,0,16.43,9.47,0.52,0.42,0,1.98,0.73,0.21,1.04,0.1,0.42,1.46,0.42,0,0,0.21,0.21,0.1,0,0.1,0.62,0,0.1,0.52,0,0,0,0,0.52,1.04
22Month,0,1.23,0,1.64,0,0,20.22,7.52,0.27,3.69,0.14,8.34,1.23,0.68,0.41,0,0.27,2.6,2.19,0.14,0.96,0.41,0,0.96,0,0.41,6.56,0.27,0.55,0.55,0.27,0.14,0,0.14,0,0.55
