stage,Epithelial.cell,Granulocyte,Hepatocyte,Immune.progenitor.cell,Mesenchymal.cell,Neural.progenitor.cell
24hpf,0,0,0,0,0,1
21Day,0.369986860264282,0,0,0,0,0
22Month,0,0.136649431988133,0.136649431988133,0.136649431988133,0.136649431988133,0
