stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,31,32,0,134,7,5,0,0,0,4,0,7,1,0,1,0,11,69,83,370,0,0,0,1,66,3962,1,0,0,64,0,0,0,0,0,9,0,0,0
72hpf,33.54,12.12,0,50.73,8.17,33.82,0,5.36,0,0.85,0,0,0.85,0,7.61,0.56,32.41,60.6,5.07,188.56,0,7.89,3.1,1.97,318.77,1255.63,0.56,1.13,0,95.26,5.07,0.28,41.43,0.85,0.56,5.07,0,0,0
21Day,53.65,4.81,0.74,73.26,1.11,138.75,0,73.26,0,3.33,0,0,2.96,1.85,54.76,4.44,5.55,12.95,17.76,91.02,0,0,5.55,0.37,68.08,314.86,1.85,2.59,0,38.85,14.06,2.22,28.12,2.22,3.7,1.85,0.37,0,16.65
3Month,0.42,1.14,1.04,33.81,0,0,0.94,3.95,1.25,14.25,0,0,15.81,10.09,7.39,6.66,1.98,5.1,10.92,11.55,2.5,0.1,1.35,1.66,3.33,4.58,1.25,0.73,0,0.1,3.43,290.31,0.73,0,0,0,5.2,158.31,27.25
22Month,0,1.5,0.96,7.65,0.14,0,1.91,2.32,0.96,29.79,2.19,0,19.4,6.83,15.58,9.7,0.55,0.68,24.32,3.01,0,0.55,0.68,0,0.55,1.78,0.27,0.41,15.3,0.27,0.27,23.91,0.55,0.14,0,0,0,0.14,5.6
