stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0,0,0,0,1.97,0.85,0,0,0,0.28,0,0.28,0,0,0,0,0,0
21Day,0.37,0,0,3.33,0,0.37,0,0.37,0,0,0,0.37,0.37,2.96,0.37,1.11,0.37,2.22,1.48,0,0,0.74,0,1.48,0.74,0,0,0,0.74,0,1.11,0,0,0,0,0,0.74
3Month,0.31,2.08,3.02,77.28,0.1,0,1.04,2.29,16.33,9.47,0.21,23.61,12.59,10.71,96.74,7.91,7.18,27.77,5.41,1.56,0.1,9.36,2.18,3.22,0.52,3.74,0.21,0,0.21,2.18,4.99,0.31,0.1,0,6.24,18.72,114.63
22Month,0.14,8.34,4.51,37.44,0.27,0,1.37,2.46,5.6,42.91,3.96,48.1,21.32,22.82,33.34,2.19,5.06,51.79,6.97,0,1.78,7.11,0.27,1.5,0.14,3.55,0.96,0.27,0.14,0.96,0.14,1.5,0.82,0.14,2.32,0,41.27
