stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,4,0,9,1,0,0,0,0,0,3,0,0,0,0,2,11,1,19,0,0,1,2,118,0,2,0,0,1,0,0,0,0
72hpf,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.56,0,0,0,1.41,2.54,0,0.28,0.56,0,0.56,0,0,0,0
21Day,0,0,0,1.85,0.37,0,0.37,0,0,0,0,0,0.37,1.48,0,0,0,0,0.37,0,0,0,0.37,1.11,0,0,0.37,0,0,0.74,0,0,0.37
3Month,0,0.31,0.21,2.5,0,0,0.1,0.73,1.04,0,0,11.65,1.56,1.56,1.66,0,1.77,0.83,0.52,0.52,0.1,0.21,0.21,0,0.21,0.1,0.21,10.51,0,0.1,0.31,1.66,0.73
22Month,0,0,0,0.41,0,0.14,0,0,0,0.14,0,5.19,0,0,0.14,0,0,0,0.55,0,0,0,0.14,0,0.14,0.14,0,1.91,0,0,0.14,0,0.27
