stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,1.97,0.28,5.36,0,0,0,0.28,0,0,0,0,0,0.85,6.76,0.28,4.51,0,0,0.28,0.28,22.27,6.2,0.28,0,2.82,0,0,0,0.56,0.28,0,0.28,0,0,0
21Day,2.22,0.37,0,11.1,0.37,20.72,0,1.48,0,0.74,0,0.37,0.37,3.33,0,0.37,5.55,2.59,5.92,0,0,0.74,0,8.51,4.44,0,0.37,2.96,0.74,0,0,0,0,1.11,0,0,0,1.48
3Month,0,0.62,0,4.58,0,0,0.21,0.21,1.66,3.22,0,6.76,2.18,0.21,1.98,0.21,2.7,1.66,1.14,0.21,0.1,1.35,0.31,0.73,0,0,0.21,0.21,0.62,0,1.56,0,0,0,0,0.83,0.52,1.14
22Month,0,0.55,0.14,1.37,0,0,0,0.14,0.41,6.29,0.82,11.07,1.09,0.27,2.87,0.14,0.55,1.91,0.68,0.14,0.14,0.27,0,0.27,0.14,1.09,0.27,0.14,0,0.14,0.14,0.14,0.14,0,0,0.27,0,1.23
