stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.69,0,1.13,0,0,0,0,0,0,0,0,54.11,0,0.28,0,0,0,0,2.82,2.25,0,0.85,0,3.38,0,0,0.28,0,0,0,0,0
21Day,0.37,0,0,1.48,0.37,0.37,0,0,0,0,0,0.37,0,0,0.37,0.37,1.48,0,0,0,0,1.85,1.85,0,32.93,0,11.1,0,0,0.37,0.37,0.37,0,0,0.37
3Month,0,0.42,0.31,2.6,0.1,0,0.1,0.31,1.56,2.81,1.56,0,1.56,0.31,1.87,1.25,27.56,8.11,0,0.62,0.42,0.31,0,0.1,72.29,0,34.85,0.21,0.94,0.31,0,0,0.52,0.83,1.25
22Month,0,0.27,0.14,0.68,0,0,0,0,0.82,3.83,0.14,0,0.27,0,0,0.55,9.98,0,0.14,0,0,0.55,0,0,72.01,0.14,12.44,0,0,1.37,0,0,0.68,0,0.14
