stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,7,37,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,3.38,0,1.41,18.6,0.56,0,0,0,0,0,0,0,0,0,2.25,6.2,0,4.51,0,0.85,0,1.13,19.45,12.12,0.85,0,7.05,0.56,0,2.25,0.28,0.28,1.69,0,0,0
21Day,1.85,3.7,0.74,19.24,19.61,2.96,0,1.48,2.22,0,0,1.11,0,1.85,4.44,0,3.7,0.74,8.88,0,0,5.92,1.11,16.65,8.14,1.11,0,2.22,2.59,0.74,2.96,0.74,1.11,1.11,0,0,0
3Month,0,1.77,0.73,12.27,1.66,0,0.21,0,6.76,0.83,0,7.8,0.83,0,18.52,0.73,0.62,0.52,1.87,0.62,0,16.12,2.18,1.46,0.31,1.14,0.1,0.31,0.42,9.15,1.14,0,0,0.1,0.21,5.72,0.62
22Month,0,3.83,0.41,8.47,0.14,0,0.14,0.14,3.69,0.96,1.91,22.68,0.27,0,13.8,0,0.55,0.55,3.14,0.27,0.41,5.47,0,0.96,0,1.09,0.14,0,0.14,2.6,3.42,0.27,0,0,0,0,0.27
