stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,5,0,2,1,1,0,0,0,0,0,0,0,0,0,5,3,2,106,0,0,0,0,23,48,0,0,0,24,0,0,0,0,0,0,0,0,0
72hpf,8.46,8.17,0,4.79,2.82,5.07,0,0,0,0,0,0,0,0,0,2.25,5.07,1.41,107.95,0,0,2.82,0.28,179.82,35.23,0,1.97,0,135.29,0,0.28,2.82,0.28,0.28,2.82,0,0,0
21Day,32.19,6.29,0.37,12.58,1.48,4.81,0,0,0.37,0,0,1.48,0,1.85,1.11,1.85,6.29,1.48,238.64,0,0,23.31,0,82.51,13.32,0.74,5.55,0,71.04,10.36,0.37,2.22,1.11,1.48,3.33,2.22,0,2.22
3Month,0.62,4.78,0.1,5.62,0.21,0,0.1,0,0.21,1.66,0.21,5.2,2.18,0.1,1.14,2.29,0.73,0.73,38.38,7.28,0,3.54,0.42,1.04,0.1,1.25,0.83,0,3.12,0.83,0.62,0,0,0,0,20.28,0.52,0.73
22Month,0,6.29,0.14,5.74,0,0,0.82,0.14,0,0.68,2.6,23.09,0.55,0.41,0.55,0.41,0.41,0.68,29.79,2.05,0.41,1.64,0,0.82,0.14,1.37,0.27,0.14,1.91,0.55,1.09,0.96,0.27,0,0.14,3.42,0,0.82
