stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0.28,1.97,0,0,0,0,14.94,6.76,0,0,1.13,0,0,1.13,0.28,0,0,0
21Day,1.48,0.37,0,2.22,0,0.74,0,0.37,0,0,0.37,0,0,0.74,0,0,1.48,0.74,2.59,0,0,0.37,0,2.96,3.33,0.37,0,3.33,0.37,0,0.74,0,0,0,0
3Month,0,0.52,0.21,6.14,0,0,0,0,0.52,0.83,0.1,5.1,0.83,0.21,3.43,0.52,1.35,1.56,2.81,0.52,0,0.83,0.42,0.1,0.1,0.62,0.21,0.1,0.31,10.19,0.1,0,0.31,1.87,1.25
22Month,0,0.27,0.14,1.23,0.14,0,0.27,0,0.55,0.68,0.27,10.25,0.27,0.27,2.32,0.14,0.27,1.5,2.05,0,0.14,0.14,0,0.14,0,0.14,0.14,0,0.41,4.78,0.14,0,0,0,0.27
