stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.33,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0.85,0,0,0.28,26.78,7.89,0,0,0,1.13,0.28,0,1.13,0,0.28,0,0
21Day,3.7,0.37,1.85,0.37,0.37,1.11,0,0,0,0,0.37,0,0,0.37,3.33,0,0.37,0.37,12.58,2.22,0,0,0,1.85,0.37,0.74,0.74,0.37,0.74,0,0.37
3Month,0.42,0.1,0.42,0.21,0,0,0.1,0.1,6.76,0.1,0.1,0.42,0.42,0,1.87,0.21,0,0.1,0.21,0,0.42,0,0,0,0,9.78,0.31,0,0,0.42,0.31
22Month,0.14,0.14,0.14,0,0,0,0,0.14,1.5,0,0,0,0,0.14,1.64,0,0,0,0,0,0.14,0.14,0.27,0,0,5.74,0.14,0,0,0,0
