stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,2.54,0.28,1.13,0,0,0,0,0,0,0,0,0,30.72,0.28,0,7.05,0,2.54,0.28,19.17,25.93,3.66,0.56,0,8.74,0,0,0.85,0,0,0.28,0,0,0
21Day,1.48,0,0.74,1.48,0,0.37,0,0.37,0,0,0,2.96,0,0,3.33,0,0,0.37,5.18,0,0.37,0.74,5.92,22.57,2.22,2.59,0.74,5.18,2.22,0,0.37,0.74,0.37,5.18,0,0,0
3Month,0.1,1.87,0.73,10.61,1.04,0,0.1,0,1.25,1.35,0.1,121.91,2.81,0.62,12.9,0.94,1.46,2.39,6.97,0.62,0,2.91,187.02,5.51,0.31,13.63,0.21,0.52,3.33,6.24,0.21,0,0,1.66,0.94,1.56,1.04
22Month,0,1.64,0.41,8.75,0.41,0,0.41,0,0.41,1.09,0.27,105.77,0.14,0,9.7,0.14,0.27,0.68,1.91,0.14,1.37,0.82,9.98,2.73,0,3.83,0.27,0,0.27,5.88,0.14,0,0,0.27,0.14,0,0.41
