stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,125,96,0,533,5,4,0,6,0,1,0,32,2,0,2,0,30,182,126,529,0,1,0,4,182,2029,2,0,0,68,0,0,0,0,0,17,0,0,0
72hpf,91.88,46.22,0,177.28,25.93,34.95,0,4.51,0.28,2.25,0,0,1.41,0,2.54,0.28,52.14,472.66,13.81,370.63,0,18.04,5.92,6.2,732.8,521.42,3.38,1.97,0,333.99,6.76,0.56,21.42,28.75,20.57,18.32,0,0,0.85
21Day,50.69,8.51,5.18,233.09,3.33,20.35,0,6.29,2.96,0.74,0,0,10.36,3.7,8.88,12.21,9.99,129.5,18.5,150.95,0,0.37,11.84,1.11,53.65,58.09,0.37,0.74,0,108.04,16.65,1.11,1.48,13.69,28.12,5.55,1.85,0,9.62
3Month,0.1,4.58,1.04,24.13,0.31,0,0.31,0.1,6.35,1.14,0,0,66.99,4.89,0.21,5.51,1.77,4.99,3.85,9.05,1.14,0.1,3.43,2.08,0.83,0.31,3.64,0.62,0,0.94,2.18,47.95,0.31,0,0,0.1,10.19,15.19,5.62
22Month,0.14,5.74,1.09,15.85,0.27,0,0.41,0.27,1.5,2.05,9.84,0,71.6,1.23,1.5,2.46,0.68,1.09,3.69,8.34,0.14,2.46,1.91,0.27,1.37,0.14,3.55,0.41,8.75,0.96,0.14,18.31,0.55,1.64,0,0.68,1.23,0.27,2.19
