stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,414,4,0,1,0,0,4,15,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0.28,0,0,0,0,11.84,0,0,0,0,0,0,2.25,25.93,0,0,0.28,0,0,0.85,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,2.22,0,0,2.22,0,1.48,0,1.11,0,0,37.74,0,0.74,0,4.07,0,0,0.37,65.86,2.96,0.37,0,0.37,0,0.74,1.11,0,0,0,1.11,1.11,0,0,0,0,0,0,0.74
3Month,1.66,3.95,0.52,24.55,0.21,0,3.12,0.21,0.31,4.47,1056.71,0,57.52,17.27,3.33,17.16,2.81,10.09,226.76,12.48,2.18,0.21,3.54,4.16,1.66,0.31,2.91,0.31,0,0.52,8.22,9.88,0.42,0.1,0.1,4.78,7.39,7.07
22Month,1.64,6.42,1.64,14.21,0.14,0,15.03,0.55,0,3.01,2172.18,2.19,145.67,13.39,17.35,11.75,1.37,3.69,529.52,13.8,0.14,6.15,2.87,0.27,2.05,0.14,2.46,3.28,2.32,0.68,3.55,3.14,4.1,4.1,0,0.82,0,6.01
