stage,Epithelial.cell,Erythrocyte,Nephron.cell,Neural.progenitor.cell,Neurosecretory.cell,Primordial.germ.cell
24hpf,0,0,0,1,0,0
21Day,0,0.369986860264282,0,0,0.739973720528564,0
3Month,0.208034013289345,0,0.312051019934018,0,0,0.104017006644673
