stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,23,19,0,108,4,7,0,0,0,1,0,0,0,1,0,12,61,84,232,0,0,0,1,48,1808,1,0,0,42,1,0,0,0,0,0,7,0,0,0
72hpf,20.01,10.43,0,34.1,5.36,13.53,0,2.25,0,0.56,0,0.28,0,5.07,0,17.47,41.15,3.38,113.02,0,8.74,1.41,1.41,132.75,449.55,0.28,0.56,0,65.39,3.95,0,0,17.76,0,0.28,2.54,0,0,0
21Day,38.11,3.7,0,59.2,2.96,91.02,0,39.22,0,1.85,0.37,2.22,1.85,34.41,2.59,3.7,13.32,11.47,89.17,0,0.74,5.18,0,34.78,154.65,0,1.85,0,27.38,9.99,0,2.96,16.28,1.48,2.96,1.48,0,0,11.84
3Month,0.1,1.98,1.14,40.57,0.31,0,0.83,4.68,3.12,22.68,0,14.35,15.19,7.91,12.17,1.35,6.76,17.37,14.15,2.6,0,4.58,2.91,2.18,4.78,1.56,0.73,0,0.1,2.7,0.31,216.46,0.21,0.1,0,0.1,5.82,170.59,27.67
22Month,0,1.09,2.73,10.39,0.14,0,1.5,4.37,2.32,39.22,2.19,19.27,5.6,18.17,29.24,0.68,1.91,43.32,4.65,0.14,0.96,1.37,0.27,0.41,1.78,0.82,0.41,1.37,0.41,0.41,0,27.33,0.27,0.14,0,0,0,0.96,5.33
