stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,29,2,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,222,0,0,0,0,13,52,0,267,0,0,0,0,0,0,0,0,0
72hpf,13.25,7.33,0,3.38,2.82,7.05,0,0,0,0,0.28,0,0,0,0,0.85,0,0.85,10.71,1.41,141.49,0,0.85,1.41,0,43.4,20.01,0.28,839.34,0,0.28,4.79,0,0,9.02,0,0,0
21Day,5.92,1.11,0.37,5.55,1.11,5.55,0,0.74,0,0,0,0,0,1.11,0,1.48,0.74,1.11,5.18,1.85,111,0,0.37,5.92,0,5.92,6.29,0,283.41,3.33,0.74,0.37,0.37,1.85,5.18,0,0,1.11
3Month,0.52,1.25,1.35,5.2,0.1,0,0.1,0,0.94,0.52,1.04,0,0,4.16,1.14,0.42,2.18,0.42,1.66,4.06,60.75,1.66,0.1,0.83,0.21,0.42,0,0.21,6.24,0.94,7.59,0.1,0,0,1.66,72.19,1.56,1.98
22Month,0,0.96,0.14,2.87,0.14,0,0.55,0.14,0.41,0.14,0.68,2.6,0,9.16,0.27,0.55,0.14,0,0.82,3.69,15.44,0,0,0.14,0,0.41,0.14,0.27,0.96,0,8.61,0,0,0,0.55,11.34,0,0.27
