stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,19,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0,1.13,0.28,2.25,0,0,0,0,0,0.28,0,0.28,0,0.85,1.69,0.56,4.79,0,0,0,0,38.61,13.25,0.28,0,4.23,0,0,0,0.85,0,0,0,0,0
21Day,1.48,0,0,3.7,0.37,2.22,0,0.37,0,0,0.37,0,0,1.11,0.74,1.48,1.48,0,5.18,0,0,0.74,0,10.73,3.33,0,0.37,1.48,0.74,0,0,0,0,0.37,0,0,0.37
3Month,0.31,0.94,0.83,60.23,0,0,0.73,0.21,1.25,3.12,2.29,25.17,3.22,0.21,5.72,1.04,3.02,2.7,3.85,0.62,0.21,0.94,1.56,0.21,0.83,0.62,0.21,0.42,1.77,0.1,5.93,0.21,0,0,2.18,1.56,2.81
22Month,0.14,0.68,0.14,28.42,0,0,0.27,0.14,0.27,2.73,1.23,15.03,0.82,0.14,1.91,0,0,1.5,3.14,0.14,1.09,0.27,0,0.14,0.14,0.14,0,0.14,1.64,0,0.68,0.41,0.14,0,0.27,0,0.68
