stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,0,0,0,0,3,35,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,1.13,0,0,1.41,0,0.28,0,0,0,0,0,0,0,0,0,2.25,0.28,0,1.69,0,0.56,0,0.56,5.64,4.23,0,0,0,0.85,0.56,0,0,0,0,0,0,0
21Day,2.59,0.37,0.74,8.88,0.37,3.33,0,3.33,0,0.37,0,1.48,0,2.96,0,2.22,4.07,1.48,5.92,0,0,0.37,0.37,5.18,6.29,0.74,0,0,2.22,1.11,0,0,0,0.74,0,0,0.74
3Month,0.1,0.42,0.94,7.59,0,0,0.42,0.21,2.91,2.7,0,28.19,3.54,0.21,9.26,3.95,1.66,2.29,3.12,0.83,0.42,2.81,1.35,0.52,0,1.04,0.52,0,0,1.46,1.35,0,0,0.1,0.94,0.62,1.35
22Month,0.14,5.06,3.01,6.97,0,0,0.41,0.41,2.19,7.24,3.14,56.71,3.01,0.41,19.81,1.23,0.96,6.29,6.15,0,3.42,4.51,0.55,0.82,0.14,1.23,0.68,0.27,0,0.27,0.82,1.5,0.55,0.14,0.27,0,0.96
