stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,62,1,0,1,0,0,0,0,5,0,0,0,0,2,14,29,38,0,0,0,0,9,242,0,0,0,16,0,0,0,0,0,1,0,0,0
72hpf,2.25,1.41,0,14.66,3.95,1.41,0.28,0,0,0.56,0,0,0,0,0.56,0,3.38,62.85,3.95,26.21,0,1.41,0.56,0.28,28.18,23.96,0.85,1.69,0,47.63,0,0,5.64,0.28,0.56,1.97,0,0,0
21Day,2.59,1.11,0.37,39.59,2.22,4.07,1.48,0,1.11,1.85,0,0,2.59,4.44,4.44,1.11,1.48,27.38,10.73,60.68,0,0,5.55,0,21.83,16.28,0.37,5.92,0,37.74,2.96,0,7.4,1.48,1.85,1.85,0,0,2.59
3Month,0,1.56,0.31,36.82,0.73,0,0.31,0.1,11.34,11.96,0,0,7.49,38.49,1.04,3.74,1.14,15.91,22.78,13.42,2.7,0.1,3.33,0.42,0.94,0.21,0.94,3.02,0,2.7,0.62,7.49,0.52,0.1,0,0.31,3.33,1.35,6.66
22Month,0,1.23,0.55,8.34,0,0,0.14,0.14,6.15,17.22,8.2,0,12.57,11.21,2.05,6.56,0.27,3.28,15.03,9.16,0,0,0.82,0.14,1.23,0,2.19,2.73,0.14,1.5,0.14,4.24,0.96,1.78,0,0.27,0.68,0,1.78
