stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0.56,0.28,0.28,0,0,0,0,0,0,0,0,0,0.56,1.13,0.28,2.25,0,0,0,22.83,9.58,0,0,0,2.54,0,0.56,1.13,0,0,0.56,0,0,0
21Day,0.74,0.37,0,3.7,0.37,0.74,0,1.48,0,1.11,0,0,0,2.59,0.74,0,2.22,1.48,6.66,0,1.48,0,9.62,7.4,0,0,0,0,0,0.74,0.37,0,0.37,0.37,0,0,1.11
3Month,0.1,0.94,0.31,12.59,0,0,0.1,0.31,2.6,3.85,0,11.03,3.02,1.14,11.34,1.56,3.12,5.2,3.33,0,2.6,1.46,0.62,0.42,1.04,0.21,0,0.1,0.52,16.02,0,0.1,0,0,2.5,23.09,5.1
22Month,0,1.09,0.68,4.1,0.14,0,0.14,0.27,0.68,5.74,0.41,18.99,2.19,2.05,10.8,0.55,0.41,4.65,1.91,0.41,0.82,0,0.55,0.55,0.55,0.68,0.27,0.14,0.14,11.48,0.27,0.27,0,0,0.27,0.27,1.5
