stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10,143,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,3.1,1.97,2.54,0,0,0,0,0,0,0,0,1.13,1.69,0.85,8.46,0,0,0.28,0,126.55,35.51,0,0.56,4.23,0.28,0,49.89,1.97,1.41,0.56,0,0,0
21Day,2.96,0,0,21.09,1.11,1.48,0,0.74,0,0,0,0,0.37,0,0,2.59,1.11,17.02,0,0,1.85,0,27.75,8.88,0,0.37,3.33,2.59,0,24.42,0.74,1.48,0,0,0,0
3Month,0,0.21,0.1,3.02,0,0,0.1,0,0.52,0.21,1.98,0.42,0,0.21,0,1.35,0.21,2.08,0.31,0,0.31,0,0.21,0.52,0.1,0.21,0,0,0.1,0.73,0,0,0,0,1.04,0.21
22Month,0.27,0.27,0.14,0.96,0,0,0,0,0.41,0.14,4.37,0.14,0,0,0,0.41,0.14,0.27,0.14,0.14,0.14,0.14,0,0.55,0,0,0,0.14,0.14,0.41,0,0,0,0.27,0,0
