stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,24,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,5.64,2.25,0,3.66,0.28,5.64,0,0,0,0,0,0,0.28,0,1.41,7.89,3.66,11.56,0,0.85,1.41,0,829.2,27.06,3.1,3.1,0,11.84,0,0,24.52,0.56,0.85,0.28,0,0,0
21Day,2.22,0.37,0.37,5.55,0.37,7.03,0.74,0,0.37,0,0.37,0,1.85,0.74,1.48,3.7,3.33,5.92,0,0,0.37,0.37,240.12,9.99,1.48,19.61,0,3.33,6.66,0.37,11.84,2.22,1.48,0.37,0,0,1.48
3Month,0.1,0.1,0.1,3.74,1.04,0,0.1,0.31,0.52,0,5.93,0.73,0.21,1.77,0.21,1.56,1.04,1.98,0.42,0,0.83,0.21,8.22,0.52,6.55,36.2,0,0,0.31,5.41,0.94,0,0.1,0.21,0.31,4.58,1.46
22Month,0,1.09,0.14,1.91,0.68,0,0.14,0.14,1.37,1.37,20.91,0.82,0.41,1.78,0.14,0,0.82,2.32,0,0.41,0.27,0,7.93,0.14,5.6,61.9,0.14,0.27,0.14,3.28,2.05,0.14,0,0,0.14,0,0.14
