stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,1.13,0,0.85,0,0,0,0.28,0,0,0,0,0,0,0.56,0,1.13,1.41,0,2.54,0,0.56,0.28,0,0.56,1.41,0,0,0,2.25,0,0,0.56,0.56,0,0,0
21Day,3.33,0,0,5.55,0,0.74,0,0,0,0,0,0,0,0,0.74,0,3.7,2.96,1.11,14.8,0,0,1.85,0,1.48,1.48,0,0,0,7.4,0.37,0.37,0.37,1.11,0,0,0.37
3Month,1.04,6.97,0.73,14.46,0,0,0.31,0.83,0.1,0.83,2.08,0,6.76,0.31,0.52,0.83,2.81,9.88,6.14,15.29,3.22,0,2.6,0.73,0.21,0.1,0.21,0.52,0,1.25,0.31,5.1,0.31,0.21,3.95,0.42,8.84
22Month,0.55,10.52,0.55,7.24,0.14,0,0.96,0.55,0.14,0.82,4.24,6.7,39.08,1.23,8.06,0.96,2.46,2.87,12.57,18.72,1.64,1.5,0.96,0,0.41,0.14,0.27,0.14,0.14,0.96,0.55,5.74,0.96,0.55,0.82,0,10.66
