stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,10,0,0,0,0,19,58,2,0,0,0,0,0,0,0,0,2,0,0
72hpf,8.74,1.13,0,4.51,1.13,2.82,0,0,0,0.28,0,0,0,0,0.28,0,0.56,5.92,0.85,10.15,0,0,0.28,0,686.58,55.52,4.51,21.7,0,11.27,0.28,0,20.01,0.85,0.56,0.56,0,0
21Day,1.48,0,0,6.29,0.37,3.33,0,0.37,0,0.37,0,0,1.11,0,0.74,0.37,0.37,1.48,1.11,4.44,0,0,0.37,0,147.25,7.77,1.48,5.18,0,1.11,5.92,0,1.48,0.37,1.11,0.74,0,0.37
3Month,0.21,0.21,0,3.02,0,0,0.1,0,0.31,0.73,0.21,0,3.74,0.62,0,1.77,0.31,0.62,0.31,0.62,0.1,0,0.21,0.1,4.78,0.94,10.3,0.52,0,0,0.42,0.73,0.1,0,0,0,0.52,0.62
22Month,0,0.41,0.27,1.91,0.14,0,0.27,0,0.41,1.78,6.83,0,16.4,0.41,0.14,2.32,0.41,0.27,0.82,1.23,0,0.27,0.14,0,4.92,0.68,10.25,1.64,0.55,0,0.55,2.46,0.55,0.14,0,0,0,0.14
